Availability %,Availability Main %,Avg Cycle Time (min),Avg Cycle Time (sec),Avg Production Rate (u/h),Avg Scrap Rate %,Daily Scrap %,Efficiency_Status,Energy kWh,Somme de Error_Rate_%,Somme de Is Running,Nombre de Machine_ID,Somme de Maintenance Intervention,Nb Maintenance Interventions,Somme de Network_Latency_ms,OEE %,Operation_Mode,Somme de Packet_Loss_%,Performance %,Somme de Power_Consumption_kW,Somme de Predictive_Maintenance_Score,Production Rate %,Somme de Production_Speed_units_per_hr,Quality %,Somme de Quality_Control_Defect_Rate_%,Run Time (h),Run Time (min),Run Time Main (min),Scrap Instant %,Target Speed,Somme de Temperature_C,Total Production,Total Time (min),Total Time Main (min),Usine,Somme de Vibration_Hz,Année,Trimestre,Mois,Jour
100,100,0.0022001344390041827,0.13200806634025097,455,6,6,High,0.7877449064769215,9.080988326328704,8,8,2,2,179.8945682761695,8562.189174594263,Active,16.457725959608013,9090.35359177975,47.2646943886153,3.6626373046483103,9090.35359177975,3636.1414367119005,94,46.48130894825452,0.13333333333333333,8,1,6,300,511.3679083309034,3636,8,1,ES_Usine1,22.43970471520563,2024,Qtr 1,janvier,11
100,100,0.0022406140323720384,0.1344368419423223,446,4,4,High,0.48388657254703915,4.4476558001708915,5,5,2,2,142.70489089508655,8586.55901017965,Active,15.725395416243899,8926.124585066036,29.03319435282235,3.4099185313902867,8926.124585066036,2231.531146266509,96,19.020884800022888,0.08333333333333333,5,2,4,300,335.4176422249757,2232,5,2,ES_Usine1,12.738126403579002,2024,Qtr 1,janvier,12
100,,0.002197536028746615,0.13185216172479688,455,4,4,High,0.7324392255128123,8.82826278273515,6,6,1,1,170.9506360878304,8779.130283212009,Active,18.099770819793452,9101.10220645947,43.94635353076873,2.269668339725958,9101.10220645947,2730.3306619378413,96,21.22634704743408,0.1,6,,4,300,356.0250681402643,2730,6,,ES_Usine1,12.775521124031387,2024,Qtr 1,janvier,13
100,100,0.0021949993057133327,0.13169995834279996,456,4,4,High,0.7044275642032904,5.540059779583781,7,7,2,2,206.11907691082345,8785.235806521749,Active,13.503396763568086,9111.620194112264,42.26565385219743,3.9800591461552015,9111.620194112264,3189.0670679392924,96,25.074472645489852,0.11666666666666667,7,2,4,300,407.96017836997885,3189,7,2,ES_Usine1,13.724455720682286,2024,Qtr 1,janvier,14
100,,0.002237751710782172,0.1342651026469303,447,6,6,High,0.5759523828436894,3.5008468065841565,5,5,1,1,88.26193841813202,8389.321919451682,Active,16.576142487045665,8937.542044380476,34.55714297062137,1.9206630216359417,8937.542044380476,2234.385511095119,94,30.669513061115627,0.08333333333333333,5,,6,300,266.1799667340002,2234,5,,ES_Usine1,14.136486245791145,2024,Qtr 1,janvier,15
100,,0.0022428516698510498,0.134571100191063,446,5,5,High,0.7208570827585007,8.562689852370626,8,8,2,2,189.78590442104462,8435.424944052875,Active,12.917281196500321,8917.21921197233,43.25142496551005,3.9497848380825467,8917.21921197233,3566.8876847889314,95,43.22372313311243,0.13333333333333333,8,,5,300,463.8660886787742,3567,8,,ES_Usine1,21.648919453848624,2024,Qtr 1,janvier,16
100,100,0.0022513934395807177,0.13508360637484307,444,5,5,High,0.6045983608600505,4.168762422793562,4,4,0,0,94.33202847281487,8468.735625931995,Active,10.351004109381734,8883.387349536137,36.27590165160302,2.1092964376575583,8883.387349536137,1776.6774699072275,95,18.670883404664114,0.06666666666666667,4,1,5,300,233.4394188113488,1777,4,1,ES_Usine1,7.49730644668147,2024,Qtr 1,janvier,17
100,100,0.002208812677146572,0.13252876062879432,453,4,4,High,0.7960680453483223,12.186955770124294,8,8,2,2,250.8832995627271,8674.733100576057,Active,18.898173537230612,9054.638361563897,47.764082720899346,4.7012774532546455,9054.638361563897,3621.8553446255587,96,33.56558226338475,0.13333333333333333,8,1,4,300,424.6224423994306,3622,8,1,ES_Usine1,21.268840918213574,2024,Qtr 1,janvier,18
100,,0.0023103826550936023,0.13862295930561613,433,3,3,High,0.731651205670302,5.3420623951881225,6,6,1,1,170.6007813318547,8354.875199648171,Active,16.478813408182006,8656.574682945637,43.89907234021811,2.455060358143376,8656.574682945637,2596.972404883691,97,20.911237597834916,0.1,6,,3,300,460.4178996949254,2597,6,,ES_Usine1,16.06308690850037,2024,Qtr 1,janvier,19
100,,0.002220042697729192,0.1332025618637515,450,6,6,High,0.6086646518134272,5.5292243798236145,6,6,1,1,127.06846466343612,8504.25924149531,Active,10.487362400532161,9008.835740167222,36.51987910880563,2.7882460451200934,9008.835740167222,2702.6507220501667,94,33.60544113967016,0.1,6,,6,300,350.3780606815399,2703,6,,ES_Usine1,19.680372404956987,2024,Qtr 1,janvier,20
100,,0.002167165647581558,0.13002993885489347,461,6,6,High,0.3234016846671652,4.01461887407353,3,3,1,1,68.77480443723434,8665.852555907382,Active,5.292290512194926,9228.643884383706,19.40410108002991,2.143821841354976,9228.643884383706,1384.296582657556,94,18.29493050746013,0.05,3,,6,300,159.76251347685485,1384,3,,ES_Usine1,7.850348083913785,2024,Qtr 1,janvier,21
100,,0.002303801735825886,0.13822810414955317,434,5,5,High,0.15833838475580564,3.15400148138744,2,2,0,0,14.475453219427596,8249.509692578069,Active,4.68812282132652,8681.302600386414,9.500303085348339,0.9388163705498229,8681.302600386414,868.1302600386414,95,9.94765250526171,0.03333333333333333,2,,5,300,113.34174728527046,868,2,,ES_Usine1,3.111134446390852,2024,Qtr 1,janvier,22
100,100,0.0021560149727905304,0.12936089836743184,464,4,4,High,0.9475374593488239,11.016096318878406,11,11,4,4,158.02621675199504,8898.801132457935,Active,29.278791077658838,9276.373426161323,56.85224756092944,6.413412127190327,9276.373426161323,5102.005384388726,96,44.77283351944528,0.18333333333333332,11,1,4,300,543.8292352403075,5102,11,1,ES_Usine1,27.394377068385978,2024,Qtr 1,janvier,23
100,100,0.002193144473795769,0.13158866842774614,456,7,7,High,0.6023723090944771,4.819113280903653,5,5,0,0,107.92445197129518,8496.598649916035,Active,11.971404436399375,9119.326263711731,36.14233854566863,1.7836014419332265,9119.326263711731,2279.831565927933,93,34.1432906219015,0.08333333333333333,5,2,7,300,325.87505428463544,2280,5,2,ES_Usine1,14.760321269904352,2024,Qtr 1,janvier,24
100,,0.002228204830767648,0.13369228984605888,449,5,5,High,0.8471972221581099,8.510514221966345,8,8,2,2,254.4900445275145,8508.506771607155,Active,20.572459868148695,8975.83549045162,50.83183332948659,4.098884488153912,8975.83549045162,3590.3341961806477,95,41.6521643554277,0.13333333333333333,8,,5,300,436.8304853336481,3590,8,,ES_Usine1,16.020660892189547,2024,Qtr 1,janvier,25
100,,0.002106169468347731,0.12637016810086388,475,6,6,High,0.3040524081678193,3.347690174434859,4,4,0,0,97.45742198810281,8910.20943980596,Active,10.827277438029267,9495.912033939889,18.24314449006916,0.9473338764070638,9495.912033939889,1899.182406787978,94,24.671778425938868,0.06666666666666667,4,,6,300,178.16115316546828,1899,4,,ES_Usine1,13.627550834618663,2024,Qtr 1,janvier,26
100,,0.002221107668554193,0.13326646011325155,450,6,6,High,0.7304744439310504,9.225367328210131,7,7,1,1,174.1481916600519,8483.73189343458,Active,16.182126431680505,9004.516207455534,43.82846663586303,3.24599488738305,9004.516207455534,3151.5806726094365,94,40.48513117371362,0.11666666666666667,7,,6,300,482.4634015417516,3152,7,,ES_Usine1,9.648734555817592,2024,Qtr 1,janvier,27
100,,0.002258395096636383,0.135503705798183,443,2,2,High,0.2161116189572991,1.7753863252958895,2,2,0,0,51.0837489886271,8685.66476199611,Active,4.417156330121894,8855.846361775968,12.966697137437947,0.5470856262302395,8855.846361775968,885.5846361775968,98,3.843372904805647,0.03333333333333333,2,,2,300,145.53400312726814,886,2,,ES_Usine1,5.45518982504823,2024,Qtr 1,janvier,28
100,,0.002264051180168325,0.13584307081009953,442,7,7,High,0.23110100479245163,3.327093684265542,3,3,1,1,41.548131386498966,8193.044793469782,Active,6.735149806452837,8833.722565632575,13.866060287547096,1.4805713472672801,8833.722565632575,1325.0583848448864,93,21.75790899259182,0.05,3,,7,300,190.588544929923,1325,3,,ES_Usine1,11.241015226720293,2024,Qtr 1,janvier,29
100,,0.0022354779917581236,0.1341286795054874,447,5,5,High,0.709651375522389,6.373521753924532,7,7,2,2,145.05141641992338,8522.912358235786,Active,17.8404136737023,8946.632475800272,42.57908253134334,3.3278734781752948,8946.632475800272,3131.321366530095,95,33.15259491182018,0.11666666666666667,7,,5,300,294.3996987082712,3131,7,,ES_Usine1,15.365062142863534,2024,Qtr 1,janvier,30
100,,0.0021709588221343803,0.1302575293280628,461,4,4,High,1.0016728596779796,8.035521665799031,8,8,2,2,211.11194770213456,8823.6593704992,Active,22.95156195849474,9212.5192776973,60.100371580678775,4.6002111644524,9212.5192776973,3685.00771107892,96,33.76795384424292,0.13333333333333333,8,,4,300,556.5108129150516,3685,8,,ES_Usine1,18.66301058937034,2024,Qtr 1,janvier,31
100,100,0.0022377500708669873,0.13426500425201926,447,4,4,High,1.029959452031576,12.087224953025627,10,10,1,1,232.9867815601434,8596.989796791859,Active,21.527924055579938,8937.548594178463,61.797567121894566,4.767525046660537,8937.548594178463,4468.774297089231,96,38.104273649312475,0.16666666666666666,10,1,4,300,554.3775047556855,4469,10,1,ES_Usine1,30.541503264630954,2024,Qtr 1,février,1
100,100,0.0020610386279671586,0.12366231767802952,485,3,3,High,0.42821546091950236,5.445703563069423,4,4,0,0,68.30561713229795,9383.068127363746,Active,9.038467185551633,9703.845298487382,25.692927655170145,1.0702340328813467,9703.845298487382,1940.7690596974767,97,13.222682813116917,0.06666666666666667,4,1,3,300,218.93861043944966,1941,4,1,ES_Usine1,8.587599418240448,2024,Qtr 1,février,2
100,,0.0023008521728438585,0.13805113037063152,435,6,6,High,0.6025833852318552,8.213223291082098,6,6,1,1,106.03069493466298,8200.419656762962,Active,13.308640285775033,8692.431541692638,36.15500311391131,2.8882092076658763,8692.431541692638,2607.7294625077916,94,33.961398435163396,0.1,6,,6,300,342.7482660213188,2608,6,,ES_Usine1,12.547098313730068,2024,Qtr 1,février,3
100,,0.00210858992189583,0.1265153953137498,474,5,5,High,0.5537522221850957,4.7836151703659375,6,6,1,1,194.25384190685492,8997.502628607259,Active,16.99505070385474,9485.0116622098,33.225133331105745,3.177281681628158,9485.0116622098,2845.50349866294,95,30.83869905262474,0.1,6,,5,300,384.61013873390334,2846,6,,ES_Usine1,15.462378317114304,2024,Qtr 1,février,4
100,100,0.0021591083074482473,0.12954649844689484,463,3,3,High,0.5267166797090008,6.9280099111496485,6,6,1,1,175.12002876839728,8939.793027691343,Active,12.755656949684969,9263.083251083915,31.60300078254005,3.315123626957666,9263.083251083915,2778.9249753251747,97,20.940558211311146,0.1,6,1,3,300,369.7709276310884,2779,6,1,ES_Usine1,12.490149616095,2024,Qtr 1,février,5
100,,0.0022233222722943956,0.13339933633766374,450,5,5,High,0.6405753341316593,4.405483859420045,7,7,2,2,217.23039796342937,8526.211355126105,Active,18.068153339182555,8995.54700154227,38.43452004789956,3.126860455737958,8995.54700154227,3148.441450539795,95,36.52195385505635,0.11666666666666667,7,,5,300,428.7008264321526,3148,7,,ES_Usine1,21.75960554717046,2024,Qtr 1,février,6
100,100,0.0022231368732250805,0.13338821239350485,450,6,6,High,0.27354111544042686,3.398358640218908,4,4,1,1,44.46713917913076,8429.582886858772,Active,8.748511924330698,8996.297187489952,16.412466926425612,2.253391579148893,8996.297187489952,1799.2594374979906,94,25.197669166342752,0.06666666666666667,4,1,6,300,292.5253874612596,1799,4,1,ES_Usine1,9.34673256333048,2024,Qtr 1,février,7
100,,0.002205975805752496,0.1323585483451498,453,5,5,High,0.09665623167879009,3.711394582054891,2,2,0,0,64.3140522729409,8626.479186028419,Active,3.3724666235297036,9066.282571117163,5.799373900727405,0.6655717131477896,9066.282571117163,906.6282571117164,95,9.701956267938225,0.03333333333333333,2,,5,300,167.81690497755372,907,2,,ES_Usine1,4.024837998208762,2024,Qtr 1,février,8
100,,0.0021609131067024585,0.1296547864021475,463,6,6,High,0.5685106116049164,5.1572648315199014,6,6,2,2,164.58998143947437,8682.955954337438,Active,11.143449267731032,9255.346704116155,34.11063669629499,3.0998048388556003,9255.346704116155,2776.6040112348464,94,37.10660020056234,0.1,6,,6,300,404.6395585880294,2777,6,,ES_Usine1,16.823014878236627,2024,Qtr 1,février,9
100,,0.002275999751778233,0.13655998510669395,439,4,4,High,0.32677003419664324,4.688139082792727,4,4,1,1,92.25461171953592,8418.128315884127,Active,10.888440203824317,8787.34717979387,19.606202051798594,2.232492598091372,8787.34717979387,1757.4694359587738,96,16.80684085220827,0.06666666666666667,4,,4,300,186.17749262379147,1757,4,,ES_Usine1,5.943113826201822,2024,Qtr 1,février,10
100,,0.0022425009115884837,0.13455005469530903,446,4,4,High,0.3352314405416745,5.006557445177704,5,5,1,1,148.87927499368612,8582.33800981448,Active,11.373995370113896,8918.613988804547,20.11388643250047,2.49439500719963,8918.613988804547,2229.653497201137,96,18.852479735763445,0.08333333333333333,5,,4,300,254.19813222821517,2230,5,,ES_Usine1,14.84014744507112,2024,Qtr 1,février,11
100,,0.002219848338037582,0.13319090028225491,450,5,5,High,0.5762607999161048,5.9927186545163575,6,6,1,1,108.14667842001832,8554.1799465701,Active,16.04720401776548,9009.624512312696,34.57564799496628,3.6021401302358815,9009.624512312696,2702.887353693809,95,30.330535869958382,0.1,6,,5,300,299.23944222851674,2703,6,,ES_Usine1,15.426011593428544,2024,Qtr 1,février,12
100,,0.002400558596880822,0.1440335158128493,417,6,6,High,0.40498178729930034,5.2411336434875935,4,4,0,0,98.51296222976275,7814.303512140462,Active,8.961811300230515,8331.394212158413,24.29890723795802,1.413138683424565,8331.394212158413,1666.2788424316827,94,24.82613050590433,0.06666666666666667,4,,6,300,162.59685524857713,1666,4,,ES_Usine1,13.071764396680273,2024,Qtr 1,février,13
100,100,0.0021633392632427395,0.12980035579456436,462,4,4,High,0.5400257381883488,7.141515062011587,6,6,0,0,119.38974121478319,8880.32829563683,Active,20.75458809482301,9244.966954476193,32.40154429130092,2.640000015360756,9244.966954476193,2773.490086342858,96,23.665113826901088,0.1,6,1,4,300,349.024702601192,2773,6,1,ES_Usine1,21.635359818967515,2024,Qtr 1,février,14
100,100,0.0022137607412238977,0.13282564447343387,452,6,6,High,0.8874957794840348,10.117351668958293,9,9,1,1,171.00417845273478,8533.87950692956,Active,27.84422225224646,9034.399981699386,53.24974676904209,4.425912433557177,9034.399981699386,4065.4799917647233,94,49.86146597508827,0.15,9,2,6,300,571.5495861695119,4065,9,2,ES_Usine1,29.168633781058553,2024,Qtr 1,février,15
100,,0.002241457971043808,0.13448747826262847,446,6,6,High,0.33277836084996204,2.4126287712688703,3,3,2,2,105.53993336451589,8423.21252359699,Active,4.774975802742842,8922.763780704016,19.966701650997724,1.8289484957410025,8922.763780704016,1338.4145671056024,94,16.795847207812443,0.05,3,,6,300,212.26983662219857,1338,3,,ES_Usine1,6.722034255736243,2024,Qtr 1,février,16
100,100,0.002167410311828128,0.13004461870968767,461,4,4,High,0.6843287865447641,6.454814818238817,6,6,2,2,156.56899783904646,8885.679820137953,Active,14.612949226167181,9227.602125381956,41.059727192685855,3.4463725396039737,9227.602125381956,2768.280637614587,96,22.232577906896957,0.1,6,1,4,300,336.7793106807545,2768,6,1,ES_Usine1,13.692299565853077,2024,Qtr 1,février,17
100,,0.002259366376908202,0.13556198261449215,443,6,6,High,0.7521081743981805,5.8535487175188425,5,5,1,1,174.39552560726628,8287.749756787685,Active,15.31217404939181,8852.039317044593,45.12649046389083,2.610028876698717,8852.039317044593,2213.0098292611483,94,31.87342148211934,0.08333333333333333,5,,6,300,281.9187599745636,2213,5,,ES_Usine1,13.349902834186583,2024,Qtr 1,février,18
100,,0.002253012970860559,0.13518077825163352,444,6,6,High,0.20529388270802562,1.2788134287494284,3,3,0,0,105.79425146451999,8352.063339679167,Active,8.334614806439198,8877.001712227524,12.317632962481536,1.6971415321819596,8877.001712227524,1331.5502568341285,94,17.740394433808227,0.05,3,,6,300,145.5501895248288,1332,3,,ES_Usine1,6.796383510115024,2024,Qtr 1,février,19
100,100,0.002277214510315743,0.13663287061894458,439,5,5,High,0.3899519929821769,5.539090130654269,6,6,2,2,146.4435692459635,8310.64222028972,Active,15.32693809182457,8782.659652571307,23.39711957893061,3.9244278729763087,8782.659652571307,2634.7978957713917,95,32.246548377408274,0.1,6,1,5,300,266.9969888853239,2635,6,1,ES_Usine1,15.829328212409791,2024,Qtr 1,février,20
100,,0.002186058921230429,0.13116353527382574,457,6,6,High,0.5607089440460197,3.6798848903470884,5,5,0,0,120.04800043779998,8631.60747910511,Active,13.212992068037655,9148.884234439092,33.64253664276118,1.4657934583693595,9148.884234439092,2287.221058609773,94,28.269936643574496,0.08333333333333333,5,,6,300,243.93965684359353,2287,5,,ES_Usine1,8.990841121771652,2024,Qtr 1,février,21
100,,0.002214663192693993,0.1328797915616396,452,6,6,High,0.7870759231973156,6.993466487342519,8,8,1,1,235.92967904100323,8527.784525924457,Active,19.258434638644815,9030.718560717716,47.22455539183893,4.289895470288537,9030.718560717716,3612.2874242870867,94,44.55317980838847,0.13333333333333333,8,,6,300,478.84776555531676,3612,8,,ES_Usine1,21.934646018987,2024,Qtr 1,février,22
100,100,0.0021855937586566,0.131135625519396,458,5,5,High,1.0756612326893988,15.039731147893193,13,13,2,2,245.0092213972627,8715.423624781248,Active,34.08958729383323,9150.831402581067,64.53967396136393,5.517801848994553,9150.831402581067,5948.040411677693,95,61.85559390593836,0.21666666666666667,13,2,5,300,787.7943309183914,5948,13,2,ES_Usine1,38.69388285605467,2024,Qtr 1,février,23
100,,0.0022361280595526467,0.1341676835731588,447,5,5,High,0.39773359451369883,3.0853638097572738,4,4,0,0,81.82594146314517,8483.43650030141,Active,5.5647945786146025,8944.03158824506,23.864015670821928,1.8969970098074511,8944.03158824506,1788.8063176490118,95,20.598992004858232,0.06666666666666667,4,,5,300,247.51215803841814,1789,4,,ES_Usine1,7.447235501120145,2024,Qtr 1,février,24
100,,0.002344051807475013,0.14064310844850078,427,4,4,High,0.4101730676508959,5.770562297697799,4,4,1,1,85.52065557973393,8233.040163908967,Active,10.511972654183884,8532.234627332653,24.61038405905375,1.8792701514443027,8532.234627332653,1706.4469254665307,96,14.02654645549609,0.06666666666666667,4,,4,300,186.58543022459745,1706,4,,ES_Usine1,5.644838001017694,2024,Qtr 1,février,25
100,,0.002228558824306178,0.13371352945837067,449,6,6,High,0.32449262837222703,5.665228437115726,4,4,2,2,86.15441887142826,8468.551017788652,Active,10.75274129370256,8974.40973146699,19.469557702333624,2.881055634057234,8974.40973146699,1794.8819462933982,94,22.546718004400674,0.06666666666666667,4,,6,300,192.5176592487504,1795,4,,ES_Usine1,9.19987377650418,2024,Qtr 1,février,26
100,100,0.0022289784268217333,0.13373870560930398,449,6,6,High,1.005809186568775,6.784800622900595,11,11,0,0,238.93397449069738,8449.77728274517,Active,28.8429117834338,8972.720309598375,60.34855119412651,4.030189106104593,8972.720309598375,4934.996170279106,94,64.10957989219582,0.18333333333333332,11,1,6,300,760.7345588760995,4935,11,1,ES_Usine1,36.126993434644504,2024,Qtr 1,février,27
100,,0.002281019412648283,0.13686116475889698,438,7,7,High,0.5597829959700087,7.989660576095346,8,8,2,2,157.64714835443377,8168.565684352285,Active,20.498232708385004,8768.009552702502,33.58697975820052,5.183857303964731,8768.009552702502,3507.2038210810015,93,54.69372401999317,0.13333333333333333,8,,7,300,456.1143362696172,3507,8,,ES_Usine1,23.36651821722686,2024,Qtr 1,février,28
100,100,0.0021489776994783293,0.12893866196869977,465,6,6,High,0.877802008355212,5.99251677394148,9,9,2,2,232.87467174601406,8794.833088356198,Active,20.144284278640182,9306.750835457742,52.668120501312714,4.12196299399378,9306.750835457742,4188.037875955984,94,49.50449201197834,0.15,9,1,6,300,551.0144046049517,4188,9,1,ES_Usine1,25.263692686210202,2024,Qtr 1,février,29
100,100,0.0022198624806748736,0.13319174884049242,450,6,6,High,0.917078394991063,10.151257712764876,9,9,1,1,300.80255126550605,8488.250370933074,Active,18.317908671590928,9009.567112427469,55.024703699463785,4.3444040385511835,9009.567112427469,4054.305200592361,94,52.07631637459904,0.15,9,2,6,300,440.4700106692186,4054,9,2,ES_Usine1,18.602100347072927,2024,Qtr 1,mars,1
100,,0.0021668194850613482,0.1300091691036809,462,5,5,High,0.6092695274711619,6.136560511466603,6,6,2,2,143.0913150494097,8751.839575272334,Active,10.210301653709433,9230.118216069923,36.55617164826971,3.127750505282569,9230.118216069923,2769.035464820977,95,31.090304345066198,0.1,6,,5,300,304.6644834917163,2769,6,,ES_Usine1,9.971128316709192,2024,Qtr 1,mars,2
100,,0.002213497158830061,0.13280982952980366,452,5,5,High,0.35418294248219967,3.476474258077348,4,4,0,0,114.5350439142631,8558.562403152091,Active,11.159670578413836,9035.475794588756,21.25097654893198,1.381386235320642,9035.475794588756,1807.0951589177512,95,21.112928739061278,0.06666666666666667,4,,5,300,288.1096039032916,1807,4,,ES_Usine1,6.523118030226315,2024,Qtr 1,mars,3
100,100,0.002284081392588115,0.1370448835552869,438,5,5,High,0.7149406154366248,8.409764522424034,7,7,2,2,204.276627123787,8340.245166383602,Active,13.27349200230044,8756.255387789752,42.89643692619749,3.052707226079047,8756.255387789752,3064.689385726413,95,33.25704220440876,0.11666666666666667,7,1,5,300,383.9659976246503,3065,7,1,ES_Usine1,15.31137271575667,2024,Qtr 1,mars,4
100,100,0.0021948366206315665,0.131690197237894,456,5,5,High,0.9466705244505949,7.839750789978305,10,10,1,1,269.9369056256812,8695.409470829145,Active,24.349508362202656,9112.295563140813,56.80023146703569,4.615940353833175,9112.295563140813,4556.147781570407,95,45.74984310188206,0.16666666666666666,10,1,5,300,537.8591478982072,4556,10,1,ES_Usine1,24.498717493497008,2024,Qtr 1,mars,5
100,100,0.002200839415222429,0.13205036491334574,454,6,6,High,0.46110703195408387,3.126607992557149,7,7,0,0,170.0173187397428,8541.70137491195,Active,20.86924724174742,9087.44175593506,27.66642191724503,1.253709615644612,9087.44175593506,3180.604614577271,94,42.03804293619587,0.11666666666666667,7,1,6,300,377.7736815006238,3181,7,1,ES_Usine1,14.773598126897943,2024,Qtr 1,mars,6
100,,0.0022493407492983116,0.1349604449578987,445,2,2,High,0.5261098742030303,5.0554507486391405,6,6,1,1,142.4719042282811,8679.422637841544,Active,17.20865556442108,8891.494099432937,31.56659245218182,3.3385739705234068,8891.494099432937,2667.4482298298813,98,14.310629409623312,0.1,6,,2,300,413.83207545989376,2667,6,,ES_Usine1,9.755168243272882,2024,Qtr 1,mars,7
100,100,0.00217760530487121,0.1306563182922726,459,5,5,High,0.7726779225231626,9.106905121296185,9,9,1,1,217.97393216467674,8716.711093221978,Active,21.19364238249702,9184.40084401928,46.36067535138975,3.9286822205475604,9184.40084401928,4132.980379808676,95,45.829965706654214,0.15,9,1,5,300,632.7929945674799,4133,9,1,ES_Usine1,23.674002563099545,2024,Qtr 1,mars,8
